month,year,state,average_temp,monthly_mean_from_1901_to_2000,centroid_lon,centroid_lat
1,2014,Alabama,42.6,45.8,-86.82837194,32.78983219
1,2014,Arizona,44,41.1,-111.6644183,34.29310987
1,2014,Arkansas,37.6,40.4,-92.43926766,34.89974533
1,2014,California,47.1,42.7,-119.610699,37.24607067
1,2014,Colorado,25,24.4,-105.5478247,38.99855182
1,2014,Connecticut,27.3,27.3,-72.72570604,41.62028634
1,2014,Delaware,35.2,34.8,-75.40040409,38.88701645
1,2014,Florida,59.6,58.3,-81.79746387,28.62843926
1,2014,Georgia,45.6,46.6,-83.44634183,32.64922907
1,2014,Idaho,24.4,23,-114.6593823,44.08908951
1,2014,Illinois,22.8,27.5,-89.19839676,40.06504091
1,2014,Indiana,24.4,28.5,-86.27563973,39.90814123
1,2014,Iowa,15.8,20.3,-93.50006496,42.07462688
1,2014,Kansas,29.4,30.1,-98.38021317,38.48470815
1,2014,Kentucky,32.1,35,-85.29045609,37.52666746
1,2014,Louisiana,46.5,50.2,-92.58566202,31.05840696
1,2014,Maine,15.6,15.9,-69.22664746,45.37143349
1,2014,Maryland,33.2,33.9,-76.77245461,39.0369223
1,2014,Massachusetts,26.2,26.1,-71.79863942,42.2533024
1,2014,Michigan,15.8,20.7,-85.43716696,44.35068131
1,2014,Minnesota,3.6,9.7,-94.30901265,46.31633293
1,2014,Mississippi,42.6,46,-89.66521368,32.75086663
1,2014,Missouri,28,31.2,-92.47741016,38.36761316
1,2014,Montana,20.4,18.7,-109.6451486,47.03353642
1,2014,Nebraska,24.1,23.7,-99.81080907,41.52714896
1,2014,Nevada,32.8,30.6,-116.6552255,39.35623735
1,2014,New Hampshire,19.4,19.5,-71.57759415,43.68563175
1,2014,New Jersey,31,31.3,-74.66075411,40.18442736
1,2014,New Mexico,35.4,33.9,-106.1083886,34.42137076
1,2014,New York,21.2,22.3,-75.50311828,42.94039011
1,2014,North Carolina,40.4,40.8,-79.37237975,35.54153412
1,2014,North Dakota,6.8,9.7,-100.4693211,47.44633852
1,2014,Ohio,25.9,28.7,-82.7900612,40.29145221
1,2014,Oklahoma,35.6,37.8,-97.50829271,35.58348565
1,2014,Oregon,33.2,31,-120.5554134,43.93664816
1,2014,Pennsylvania,25.2,27.1,-77.79955956,40.87383785
1,2014,Rhode Island,29.6,29.1,-71.55361205,41.67608139
1,2014,South Carolina,44.8,45.1,-80.89613969,33.90797425
1,2014,South Dakota,15.9,17.4,-100.2305075,44.4361607
1,2014,Tennessee,35.2,38.3,-86.34338037,35.84298709
1,2014,Texas,44.6,46.1,-99.35069715,31.48446438
1,2014,Utah,26.8,26.2,-111.6782164,39.32379475
1,2014,Vermont,18,17.8,-72.66264936,44.07519583
1,2014,Virginia,34.8,35.8,-78.81225447,37.51502389
1,2014,Washington,31.2,29.6,-120.4468664,47.38096888
1,2014,West Virginia,29.8,31.9,-80.61371197,38.64259874
1,2014,Wisconsin,9,15.4,-90.01169426,44.63803019
1,2014,Wyoming,20.7,19.5,-107.5514541,42.99964203
2,2014,Alabama,42.3,46.6,-86.82837194,32.78983219
2,2014,Arizona,48.2,42.6,-111.6644183,34.29310987
2,2014,Arkansas,37,41.2,-92.43926766,34.89974533
2,2014,California,50,43.9,-119.610699,37.24607067
2,2014,Colorado,27,25.6,-105.5478247,38.99855182
2,2014,Connecticut,24.3,25.8,-72.72570604,41.62028634
2,2014,Delaware,32,33.9,-75.40040409,38.88701645
2,2014,Florida,58.6,58.5,-81.79746387,28.62843926
2,2014,Georgia,44.9,47.4,-83.44634183,32.64922907
2,2014,Idaho,27.8,24.2,-114.6593823,44.08908951
2,2014,Illinois,19.4,27.3,-89.19839676,40.06504091
2,2014,Indiana,20.7,28,-86.27563973,39.90814123
2,2014,Iowa,13.7,20.2,-93.50006496,42.07462688
2,2014,Kansas,28.7,31.1,-98.38021317,38.48470815
2,2014,Kentucky,30,35.1,-85.29045609,37.52666746
2,2014,Louisiana,46.8,50.9,-92.58566202,31.05840696
2,2014,Maine,15,14.1,-69.22664746,45.37143349
2,2014,Maryland,30.3,33.1,-76.77245461,39.0369223
2,2014,Massachusetts,23.6,24.6,-71.79863942,42.2533024
2,2014,Michigan,12.5,18.6,-85.43716696,44.35068131
2,2014,Minnesota,3,9.2,-94.30901265,46.31633293
2,2014,Mississippi,42.4,46.7,-89.66521368,32.75086663
2,2014,Missouri,26.2,31.6,-92.47741016,38.36761316
2,2014,Montana,19.6,19,-109.6451486,47.03353642
2,2014,Nebraska,23.1,24.4,-99.81080907,41.52714896
2,2014,Nevada,38.2,32.1,-116.6552255,39.35623735
2,2014,New Hampshire,17.3,17.8,-71.57759415,43.68563175
2,2014,New Jersey,27.8,30.1,-74.66075411,40.18442736
2,2014,New Mexico,39.2,35.8,-106.1083886,34.42137076
2,2014,New York,17.8,20.2,-75.50311828,42.94039011
2,2014,North Carolina,39.2,41,-79.37237975,35.54153412
2,2014,North Dakota,7,9.1,-100.4693211,47.44633852
2,2014,Ohio,21.6,27.9,-82.7900612,40.29145221
2,2014,Oklahoma,36,38.8,-97.50829271,35.58348565
2,2014,Oregon,36,32.2,-120.5554134,43.93664816
2,2014,Pennsylvania,21.2,25.9,-77.79955956,40.87383785
2,2014,Rhode Island,26.6,27.4,-71.55361205,41.67608139
2,2014,South Carolina,44,45.8,-80.89613969,33.90797425
2,2014,South Dakota,16.1,17.5,-100.2305075,44.4361607
2,2014,Tennessee,34.2,38.7,-86.34338037,35.84298709
2,2014,Texas,46.4,47.4,-99.35069715,31.48446438
2,2014,Utah,33,27.8,-111.6782164,39.32379475
2,2014,Vermont,15.6,15.9,-72.66264936,44.07519583
2,2014,Virginia,33.2,35.7,-78.81225447,37.51502389
2,2014,Washington,32,30.8,-120.4468664,47.38096888
2,2014,West Virginia,27.2,31.6,-80.61371197,38.64259874
2,2014,Wisconsin,6.6,14.4,-90.01169426,44.63803019
2,2014,Wyoming,21.6,20.3,-107.5514541,42.99964203
3,2014,Alabama,49.8,51.6,-86.82837194,32.78983219
3,2014,Arizona,52,47.1,-111.6644183,34.29310987
3,2014,Arkansas,42.6,47.1,-92.43926766,34.89974533
3,2014,California,51.6,47,-119.610699,37.24607067
3,2014,Colorado,32,30.6,-105.5478247,38.99855182
3,2014,Connecticut,27.8,30.9,-72.72570604,41.62028634
3,2014,Delaware,36.8,38.6,-75.40040409,38.88701645
3,2014,Florida,63.2,61.8,-81.79746387,28.62843926
3,2014,Georgia,51.4,52,-83.44634183,32.64922907
3,2014,Idaho,32.1,29.5,-114.6593823,44.08908951
3,2014,Illinois,26.9,34.5,-89.19839676,40.06504091
3,2014,Indiana,28,34.4,-86.27563973,39.90814123
3,2014,Iowa,21.4,28.6,-93.50006496,42.07462688
3,2014,Kansas,34.2,38,-98.38021317,38.48470815
3,2014,Kentucky,37.4,41,-85.29045609,37.52666746
3,2014,Louisiana,52.6,55.7,-92.58566202,31.05840696
3,2014,Maine,16.9,20.4,-69.22664746,45.37143349
3,2014,Maryland,35.5,38.1,-76.77245461,39.0369223
3,2014,Massachusetts,26.6,29.6,-71.79863942,42.2533024
3,2014,Michigan,16.8,24,-85.43716696,44.35068131
3,2014,Minnesota,11.7,18.7,-94.30901265,46.31633293
3,2014,Mississippi,49,52,-89.66521368,32.75086663
3,2014,Missouri,33,38.7,-92.47741016,38.36761316
3,2014,Montana,22,25.3,-109.6451486,47.03353642
3,2014,Nebraska,28.1,31.3,-99.81080907,41.52714896
3,2014,Nevada,41.3,36.8,-116.6552255,39.35623735
3,2014,New Hampshire,19.8,23.6,-71.57759415,43.68563175
3,2014,New Jersey,32.4,34.9,-74.66075411,40.18442736
3,2014,New Mexico,44,40.7,-106.1083886,34.42137076
3,2014,New York,21.2,25.7,-75.50311828,42.94039011
3,2014,North Carolina,44.2,45.6,-79.37237975,35.54153412
3,2014,North Dakota,14.2,18.4,-100.4693211,47.44633852
3,2014,Ohio,28.5,33.7,-82.7900612,40.29145221
3,2014,Oklahoma,41.2,45.3,-97.50829271,35.58348565
3,2014,Oregon,38.6,36.3,-120.5554134,43.93664816
3,2014,Pennsylvania,26.6,31.2,-77.79955956,40.87383785
3,2014,Rhode Island,30,32,-71.55361205,41.67608139
3,2014,South Carolina,49.1,50.3,-80.89613969,33.90797425
3,2014,South Dakota,21.6,25.3,-100.2305075,44.4361607
3,2014,Tennessee,41.6,44.2,-86.34338037,35.84298709
3,2014,Texas,51.6,52.9,-99.35069715,31.48446438
3,2014,Utah,38.4,33.9,-111.6782164,39.32379475
3,2014,Vermont,17.6,21.9,-72.66264936,44.07519583
3,2014,Virginia,38.8,40.6,-78.81225447,37.51502389
3,2014,Washington,35,35.9,-120.4468664,47.38096888
3,2014,West Virginia,34,36.9,-80.61371197,38.64259874
3,2014,Wisconsin,14.4,22.4,-90.01169426,44.63803019
3,2014,Wyoming,26.2,25.7,-107.5514541,42.99964203
4,2014,Alabama,57.4,59,-86.82837194,32.78983219
4,2014,Arizona,56.5,53.1,-111.6644183,34.29310987
4,2014,Arkansas,53,55.8,-92.43926766,34.89974533
4,2014,California,55.6,51.4,-119.610699,37.24607067
4,2014,Colorado,39.8,38.1,-105.5478247,38.99855182
4,2014,Connecticut,38.6,40.7,-72.72570604,41.62028634
4,2014,Delaware,46.2,47.3,-75.40040409,38.88701645
4,2014,Florida,67,66.6,-81.79746387,28.62843926
4,2014,Georgia,58,59.2,-83.44634183,32.64922907
4,2014,Idaho,38.9,36.8,-114.6593823,44.08908951
4,2014,Illinois,43.4,45.6,-89.19839676,40.06504091
4,2014,Indiana,43.2,45,-86.27563973,39.90814123
4,2014,Iowa,38.6,41.4,-93.50006496,42.07462688
4,2014,Kansas,47.3,47.9,-98.38021317,38.48470815
4,2014,Kentucky,49.4,50.2,-85.29045609,37.52666746
4,2014,Louisiana,60.2,62.6,-92.58566202,31.05840696
4,2014,Maine,28.4,32.1,-69.22664746,45.37143349
4,2014,Maryland,45.4,47.3,-76.77245461,39.0369223
4,2014,Massachusetts,37.5,39.4,-71.79863942,42.2533024
4,2014,Michigan,31.1,35.4,-85.43716696,44.35068131
4,2014,Minnesota,29,33.3,-94.30901265,46.31633293
4,2014,Mississippi,57.2,59.6,-89.66521368,32.75086663
4,2014,Missouri,47.3,49.1,-92.47741016,38.36761316
4,2014,Montana,35.2,35,-109.6451486,47.03353642
4,2014,Nebraska,41.8,41.7,-99.81080907,41.52714896
4,2014,Nevada,46.2,43.1,-116.6552255,39.35623735
4,2014,New Hampshire,31.6,34.8,-71.57759415,43.68563175
4,2014,New Jersey,42.8,44.3,-74.66075411,40.18442736
4,2014,New Mexico,49.2,47.5,-106.1083886,34.42137076
4,2014,New York,33.6,36.7,-75.50311828,42.94039011
4,2014,North Carolina,52.4,53.6,-79.37237975,35.54153412
4,2014,North Dakota,30.4,33,-100.4693211,47.44633852
4,2014,Ohio,42.5,43.8,-82.7900612,40.29145221
4,2014,Oklahoma,52.8,54.3,-97.50829271,35.58348565
4,2014,Oregon,43.8,41.1,-120.5554134,43.93664816
4,2014,Pennsylvania,39,41.3,-77.79955956,40.87383785
4,2014,Rhode Island,39.9,40.9,-71.55361205,41.67608139
4,2014,South Carolina,56.6,57.8,-80.89613969,33.90797425
4,2014,South Dakota,36.4,37.8,-100.2305075,44.4361607
4,2014,Tennessee,51.8,53,-86.34338037,35.84298709
4,2014,Texas,60.1,60.6,-99.35069715,31.48446438
4,2014,Utah,43.8,41.3,-111.6782164,39.32379475
4,2014,Vermont,29.6,33.6,-72.66264936,44.07519583
4,2014,Virginia,47.8,49.3,-78.81225447,37.51502389
4,2014,Washington,43,41.9,-120.4468664,47.38096888
4,2014,West Virginia,45.1,46,-80.61371197,38.64259874
4,2014,Wisconsin,30.6,35.5,-90.01169426,44.63803019
4,2014,Wyoming,36,34,-107.5514541,42.99964203
5,2014,Alabama,66.3,66.7,-86.82837194,32.78983219
5,2014,Arizona,63,60.9,-111.6644183,34.29310987
5,2014,Arkansas,63.8,64.5,-92.43926766,34.89974533
5,2014,California,61.2,57.4,-119.610699,37.24607067
5,2014,Colorado,47.8,47.1,-105.5478247,38.99855182
5,2014,Connecticut,52.5,51.4,-72.72570604,41.62028634
5,2014,Delaware,58.9,57.1,-75.40040409,38.88701645
5,2014,Florida,73.2,72.1,-81.79746387,28.62843926
5,2014,Georgia,67.1,66.9,-83.44634183,32.64922907
5,2014,Idaho,46.6,45.1,-114.6593823,44.08908951
5,2014,Illinois,58,56.8,-89.19839676,40.06504091
5,2014,Indiana,57.6,55.9,-86.27563973,39.90814123
5,2014,Iowa,53.8,54,-93.50006496,42.07462688
5,2014,Kansas,59.4,58.5,-98.38021317,38.48470815
5,2014,Kentucky,61.8,59.9,-85.29045609,37.52666746
5,2014,Louisiana,68.6,69.8,-92.58566202,31.05840696
5,2014,Maine,45.2,44.4,-69.22664746,45.37143349
5,2014,Maryland,58.4,57.2,-76.77245461,39.0369223
5,2014,Massachusetts,51.6,50.3,-71.79863942,42.2533024
5,2014,Michigan,47.9,47.7,-85.43716696,44.35068131
5,2014,Minnesota,46.4,47.8,-94.30901265,46.31633293
5,2014,Mississippi,66.8,67.5,-89.66521368,32.75086663
5,2014,Missouri,60.2,59.4,-92.47741016,38.36761316
5,2014,Montana,46,45.4,-109.6451486,47.03353642
5,2014,Nebraska,53.4,53,-99.81080907,41.52714896
5,2014,Nevada,53.2,50.8,-116.6552255,39.35623735
5,2014,New Hampshire,47.8,46.7,-71.57759415,43.68563175
5,2014,New Jersey,56.2,54.6,-74.66075411,40.18442736
5,2014,New Mexico,56.2,55.8,-106.1083886,34.42137076
5,2014,New York,50.1,48.6,-75.50311828,42.94039011
5,2014,North Carolina,63.8,62.1,-79.37237975,35.54153412
5,2014,North Dakota,46,47.5,-100.4693211,47.44633852
5,2014,Ohio,56.6,54.7,-82.7900612,40.29145221
5,2014,Oklahoma,64.2,63.8,-97.50829271,35.58348565
5,2014,Oregon,49.6,47.3,-120.5554134,43.93664816
5,2014,Pennsylvania,53.4,52.3,-77.79955956,40.87383785
5,2014,Rhode Island,52.5,50.9,-71.55361205,41.67608139
5,2014,South Carolina,67.5,66.1,-80.89613969,33.90797425
5,2014,South Dakota,49.5,50.4,-100.2305075,44.4361607
5,2014,Tennessee,63,61.9,-86.34338037,35.84298709
5,2014,Texas,68.7,68.6,-99.35069715,31.48446438
5,2014,Utah,51.6,50.1,-111.6782164,39.32379475
5,2014,Vermont,47,46,-72.66264936,44.07519583
5,2014,Virginia,60.1,58.6,-78.81225447,37.51502389
5,2014,Washington,50,48.4,-120.4468664,47.38096888
5,2014,West Virginia,57.4,55.7,-80.61371197,38.64259874
5,2014,Wisconsin,47.5,48.6,-90.01169426,44.63803019
5,2014,Wyoming,44.8,43.6,-107.5514541,42.99964203
6,2014,Alabama,74,74,-86.82837194,32.78983219
6,2014,Arizona,72.2,69.7,-111.6644183,34.29310987
6,2014,Arkansas,72.4,72.6,-92.43926766,34.89974533
6,2014,California,68.2,64.4,-119.610699,37.24607067
6,2014,Colorado,57.4,56.5,-105.5478247,38.99855182
6,2014,Connecticut,62.6,61.2,-72.72570604,41.62028634
6,2014,Delaware,68.9,66.5,-75.40040409,38.88701645
6,2014,Florida,78.2,77.3,-81.79746387,28.62843926
6,2014,Georgia,74.8,74.2,-83.44634183,32.64922907
6,2014,Idaho,54.2,53,-114.6593823,44.08908951
6,2014,Illinois,68.4,66.8,-89.19839676,40.06504091
6,2014,Indiana,67.8,66,-86.27563973,39.90814123
6,2014,Iowa,65.1,64.5,-93.50006496,42.07462688
6,2014,Kansas,69.1,68.3,-98.38021317,38.48470815
6,2014,Kentucky,70.1,68.5,-85.29045609,37.52666746
6,2014,Louisiana,75.8,76.6,-92.58566202,31.05840696
6,2014,Maine,56.6,55.1,-69.22664746,45.37143349
6,2014,Maryland,68.2,66.4,-76.77245461,39.0369223
6,2014,Massachusetts,61.6,60.1,-71.79863942,42.2533024
6,2014,Michigan,59.9,58.4,-85.43716696,44.35068131
6,2014,Minnesota,59.6,58.9,-94.30901265,46.31633293
6,2014,Mississippi,74.7,74.8,-89.66521368,32.75086663
6,2014,Missouri,69.5,68.6,-92.47741016,38.36761316
6,2014,Montana,53.8,54.3,-109.6451486,47.03353642
6,2014,Nebraska,63.3,63.3,-99.81080907,41.52714896
6,2014,Nevada,62,59.4,-116.6552255,39.35623735
6,2014,New Hampshire,58.4,57.1,-71.57759415,43.68563175
6,2014,New Jersey,66.3,64.2,-74.66075411,40.18442736
6,2014,New Mexico,66.2,64.6,-106.1083886,34.42137076
6,2014,New York,60.8,58.9,-75.50311828,42.94039011
6,2014,North Carolina,71.8,69.9,-79.37237975,35.54153412
6,2014,North Dakota,58.1,58.3,-100.4693211,47.44633852
6,2014,Ohio,66.2,64.5,-82.7900612,40.29145221
6,2014,Oklahoma,73.1,72.5,-97.50829271,35.58348565
6,2014,Oregon,55.7,53.8,-120.5554134,43.93664816
6,2014,Pennsylvania,63.3,61.8,-77.79955956,40.87383785
6,2014,Rhode Island,62.2,60.4,-71.55361205,41.67608139
6,2014,South Carolina,75,73.6,-80.89613969,33.90797425
6,2014,South Dakota,59.9,60.9,-100.2305075,44.4361607
6,2014,Tennessee,71,69.9,-86.34338037,35.84298709
6,2014,Texas,76.3,76,-99.35069715,31.48446438
6,2014,Utah,61.2,59.3,-111.6782164,39.32379475
6,2014,Vermont,58.1,56.6,-72.66264936,44.07519583
6,2014,Virginia,68.8,67,-78.81225447,37.51502389
6,2014,Washington,56.3,54.8,-120.4468664,47.38096888
6,2014,West Virginia,65.8,64.2,-80.61371197,38.64259874
6,2014,Wisconsin,60.8,59.3,-90.01169426,44.63803019
6,2014,Wyoming,53.2,53,-107.5514541,42.99964203
7,2014,Alabama,77.9,78.8,-86.82837194,32.78983219
7,2014,Arizona,79.6,77.1,-111.6644183,34.29310987
7,2014,Arkansas,76,78.4,-92.43926766,34.89974533
7,2014,California,75.2,71.5,-119.610699,37.24607067
7,2014,Colorado,65.4,64.1,-105.5478247,38.99855182
7,2014,Connecticut,69.4,68.1,-72.72570604,41.62028634
7,2014,Delaware,74.3,73.1,-75.40040409,38.88701645
7,2014,Florida,81,80.2,-81.79746387,28.62843926
7,2014,Georgia,78.6,78.6,-83.44634183,32.64922907
7,2014,Idaho,63,60.9,-114.6593823,44.08908951
7,2014,Illinois,71.6,73.4,-89.19839676,40.06504091
7,2014,Indiana,70.8,72.4,-86.27563973,39.90814123
7,2014,Iowa,69.5,71.5,-93.50006496,42.07462688
7,2014,Kansas,74.5,76.1,-98.38021317,38.48470815
7,2014,Kentucky,73.4,74.5,-85.29045609,37.52666746
7,2014,Louisiana,79.9,80.8,-92.58566202,31.05840696
7,2014,Maine,64.4,62.6,-69.22664746,45.37143349
7,2014,Maryland,73.5,72.9,-76.77245461,39.0369223
7,2014,Massachusetts,68.6,67.1,-71.79863942,42.2533024
7,2014,Michigan,65,65.7,-85.43716696,44.35068131
7,2014,Minnesota,65.8,66.2,-94.30901265,46.31633293
7,2014,Mississippi,78,79.5,-89.66521368,32.75086663
7,2014,Missouri,73.1,75.3,-92.47741016,38.36761316
7,2014,Montana,62,61.9,-109.6451486,47.03353642
7,2014,Nebraska,69.6,71.4,-99.81080907,41.52714896
7,2014,Nevada,71.4,68,-116.6552255,39.35623735
7,2014,New Hampshire,65.4,64.1,-71.57759415,43.68563175
7,2014,New Jersey,72.4,71.1,-74.66075411,40.18442736
7,2014,New Mexico,73.3,70.9,-106.1083886,34.42137076
7,2014,New York,66.2,65.8,-75.50311828,42.94039011
7,2014,North Carolina,75.4,75.2,-79.37237975,35.54153412
7,2014,North Dakota,64.6,65.9,-100.4693211,47.44633852
7,2014,Ohio,70,70.9,-82.7900612,40.29145221
7,2014,Oklahoma,77.6,79.4,-97.50829271,35.58348565
7,2014,Oregon,64,60.9,-120.5554134,43.93664816
7,2014,Pennsylvania,68.4,68.2,-77.79955956,40.87383785
7,2014,Rhode Island,69.4,67.6,-71.55361205,41.67608139
7,2014,South Carolina,78.8,78.4,-80.89613969,33.90797425
7,2014,South Dakota,66.8,69.1,-100.2305075,44.4361607
7,2014,Tennessee,74.1,75.5,-86.34338037,35.84298709
7,2014,Texas,81.1,80.9,-99.35069715,31.48446438
7,2014,Utah,70.3,67.8,-111.6782164,39.32379475
7,2014,Vermont,64.6,63.5,-72.66264936,44.07519583
7,2014,Virginia,72.9,72.7,-78.81225447,37.51502389
7,2014,Washington,63.4,60.8,-120.4468664,47.38096888
7,2014,West Virginia,69.8,70,-80.61371197,38.64259874
7,2014,Wisconsin,66.2,66.6,-90.01169426,44.63803019
7,2014,Wyoming,61.4,61.4,-107.5514541,42.99964203
8,2014,Alabama,78.6,79.6,-86.82837194,32.78983219
8,2014,Arizona,78.9,78.7,-111.6644183,34.29310987
8,2014,Arkansas,77,79.8,-92.43926766,34.89974533
8,2014,California,76.6,74.2,-119.610699,37.24607067
8,2014,Colorado,66.5,66.1,-105.5478247,38.99855182
8,2014,Connecticut,70.2,69.7,-72.72570604,41.62028634
8,2014,Delaware,74.2,74.6,-75.40040409,38.88701645
8,2014,Florida,82.4,81.1,-81.79746387,28.62843926
8,2014,Georgia,79,79.3,-83.44634183,32.64922907
8,2014,Idaho,66.6,64.4,-114.6593823,44.08908951
8,2014,Illinois,72,74.4,-89.19839676,40.06504091
8,2014,Indiana,70.8,73.5,-86.27563973,39.90814123
8,2014,Iowa,70,72.6,-93.50006496,42.07462688
8,2014,Kansas,76.9,78.1,-98.38021317,38.48470815
8,2014,Kentucky,73.8,75.5,-85.29045609,37.52666746
8,2014,Louisiana,80.6,81.7,-92.58566202,31.05840696
8,2014,Maine,65.8,64.2,-69.22664746,45.37143349
8,2014,Maryland,73.2,74.2,-76.77245461,39.0369223
8,2014,Massachusetts,69.2,68.6,-71.79863942,42.2533024
8,2014,Michigan,65.4,67,-85.43716696,44.35068131
8,2014,Minnesota,66.9,67.5,-94.30901265,46.31633293
8,2014,Mississippi,78.6,80.5,-89.66521368,32.75086663
8,2014,Missouri,74.6,76.8,-92.47741016,38.36761316
8,2014,Montana,66.2,64.9,-109.6451486,47.03353642
8,2014,Nebraska,71.7,73.4,-99.81080907,41.52714896
8,2014,Nevada,72.8,71.1,-116.6552255,39.35623735
8,2014,New Hampshire,65.9,65.2,-71.57759415,43.68563175
8,2014,New Jersey,72.4,72.5,-74.66075411,40.18442736
8,2014,New Mexico,72.4,71.8,-106.1083886,34.42137076
8,2014,New York,66.4,67.2,-75.50311828,42.94039011
8,2014,North Carolina,75,76.3,-79.37237975,35.54153412
8,2014,North Dakota,66.9,68,-100.4693211,47.44633852
8,2014,Ohio,70.2,71.9,-82.7900612,40.29145221
8,2014,Oklahoma,79.2,81.2,-97.50829271,35.58348565
8,2014,Oregon,68.3,64.3,-120.5554134,43.93664816
8,2014,Pennsylvania,68,69.4,-77.79955956,40.87383785
8,2014,Rhode Island,70.4,69.4,-71.55361205,41.67608139
8,2014,South Carolina,78.8,79.3,-80.89613969,33.90797425
8,2014,South Dakota,69.4,71.5,-100.2305075,44.4361607
8,2014,Tennessee,74.6,76.5,-86.34338037,35.84298709
8,2014,Texas,82.1,82,-99.35069715,31.48446438
8,2014,Utah,71.1,70.4,-111.6782164,39.32379475
8,2014,Vermont,64.9,64.7,-72.66264936,44.07519583
8,2014,Virginia,72.4,74,-78.81225447,37.51502389
8,2014,Washington,67.9,63.7,-120.4468664,47.38096888
8,2014,West Virginia,69.4,71.2,-80.61371197,38.64259874
8,2014,Wisconsin,66.5,67.7,-90.01169426,44.63803019
8,2014,Wyoming,64.4,64.3,-107.5514541,42.99964203
9,2014,Alabama,77.9,77,-86.82837194,32.78983219
9,2014,Arizona,75.4,75,-111.6644183,34.29310987
9,2014,Arkansas,75.6,76,-92.43926766,34.89974533
9,2014,California,73.6,71.2,-119.610699,37.24607067
9,2014,Colorado,62.3,61.3,-105.5478247,38.99855182
9,2014,Connecticut,66,65,-72.72570604,41.62028634
9,2014,Delaware,70.8,70.5,-75.40040409,38.88701645
9,2014,Florida,81.3,80.1,-81.79746387,28.62843926
9,2014,Georgia,77.4,76.8,-83.44634183,32.64922907
9,2014,Idaho,60.7,59.1,-114.6593823,44.08908951
9,2014,Illinois,69.2,69.8,-89.19839676,40.06504091
9,2014,Indiana,68.2,69,-86.27563973,39.90814123
9,2014,Iowa,66.6,67.2,-93.50006496,42.07462688
9,2014,Kansas,73.2,72.9,-98.38021317,38.48470815
9,2014,Kentucky,71.6,71.7,-85.29045609,37.52666746
9,2014,Louisiana,79.7,79.4,-92.58566202,31.05840696
9,2014,Maine,60.4,59,-69.22664746,45.37143349
9,2014,Maryland,69.8,70.1,-76.77245461,39.0369223
9,2014,Massachusetts,64.8,64,-71.79863942,42.2533024
9,2014,Michigan,62.4,62.2,-85.43716696,44.35068131
9,2014,Minnesota,62.8,61.5,-94.30901265,46.31633293
9,2014,Mississippi,78.2,77.7,-89.66521368,32.75086663
9,2014,Missouri,71.8,72.1,-92.47741016,38.36761316
9,2014,Montana,60,59,-109.6451486,47.03353642
9,2014,Nebraska,67.6,67.6,-99.81080907,41.52714896
9,2014,Nevada,67.5,65.9,-116.6552255,39.35623735
9,2014,New Hampshire,60.9,60.3,-71.57759415,43.68563175
9,2014,New Jersey,68.9,68.3,-74.66075411,40.18442736
9,2014,New Mexico,68.5,67.7,-106.1083886,34.42137076
9,2014,New York,62.7,62.5,-75.50311828,42.94039011
9,2014,North Carolina,72.8,73,-79.37237975,35.54153412
9,2014,North Dakota,62.4,61.6,-100.4693211,47.44633852
9,2014,Ohio,67.5,67.7,-82.7900612,40.29145221
9,2014,Oklahoma,77,77,-97.50829271,35.58348565
9,2014,Oregon,63.7,60.6,-120.5554134,43.93664816
9,2014,Pennsylvania,64.7,65,-77.79955956,40.87383785
9,2014,Rhode Island,66.5,65.3,-71.55361205,41.67608139
9,2014,South Carolina,76.3,76.2,-80.89613969,33.90797425
9,2014,South Dakota,64.9,65.3,-100.2305075,44.4361607
9,2014,Tennessee,73.3,73.1,-86.34338037,35.84298709
9,2014,Texas,79.5,78.9,-99.35069715,31.48446438
9,2014,Utah,65.9,64.9,-111.6782164,39.32379475
9,2014,Vermont,60.4,59.7,-72.66264936,44.07519583
9,2014,Virginia,69.7,70.1,-78.81225447,37.51502389
9,2014,Washington,63.6,60.3,-120.4468664,47.38096888
9,2014,West Virginia,66.9,67.3,-80.61371197,38.64259874
9,2014,Wisconsin,62.6,62.2,-90.01169426,44.63803019
9,2014,Wyoming,59.2,58.5,-107.5514541,42.99964203
10,2014,Alabama,70.8,69.3,-86.82837194,32.78983219
10,2014,Arizona,69.6,66.6,-111.6644183,34.29310987
10,2014,Arkansas,68.2,67.4,-92.43926766,34.89974533
10,2014,California,68.3,64,-119.610699,37.24607067
10,2014,Colorado,55,52,-105.5478247,38.99855182
10,2014,Connecticut,58.8,56.2,-72.72570604,41.62028634
10,2014,Delaware,64.2,61.8,-75.40040409,38.88701645
10,2014,Florida,76.2,75.7,-81.79746387,28.62843926
10,2014,Georgia,70.6,69.4,-83.44634183,32.64922907
10,2014,Idaho,53,49.4,-114.6593823,44.08908951
10,2014,Illinois,59.5,60.4,-89.19839676,40.06504091
10,2014,Indiana,58.9,59.8,-86.27563973,39.90814123
10,2014,Iowa,56.6,57.2,-93.50006496,42.07462688
10,2014,Kansas,63.6,62.6,-98.38021317,38.48470815
10,2014,Kentucky,62.9,62.8,-85.29045609,37.52666746
10,2014,Louisiana,73.6,72.4,-92.58566202,31.05840696
10,2014,Maine,52.4,49.5,-69.22664746,45.37143349
10,2014,Maryland,63.1,61.4,-76.77245461,39.0369223
10,2014,Massachusetts,57.8,55.2,-71.79863942,42.2533024
10,2014,Michigan,53.2,53,-85.43716696,44.35068131
