Incident Date,year,month,state,Total Number of Dead and Missing,Cause of Death,average_temp,Migration Route,geometry
2015-05-12,2015.0,5,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",60.6,US-Mexico border crossing,POINT (-110.462667 31.9325)
2015-05-18,2015.0,5,CALIFORNIA,1,Drowning,58.8,US-Mexico border crossing,POINT (-115.493137 32.668685)
2015-05-21,2015.0,5,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",69.1,US-Mexico border crossing,POINT (-98.0077 27.08594)
2015-05-22,2015.0,5,ARIZONA,1,Mixed or unknown,60.6,US-Mexico border crossing,POINT (-112.709806 31.859417)
2015-05-28,2015.0,5,ARIZONA,1,Mixed or unknown,60.6,US-Mexico border crossing,POINT (-111.309167 31.9201)
2015-05-28,2015.0,5,ARIZONA,1,Mixed or unknown,60.6,US-Mexico border crossing,POINT (-111.861717 32.622703)
2015-05-30,2015.0,5,ARIZONA,1,Mixed or unknown,60.6,US-Mexico border crossing,POINT (-111.952283 31.656983)
2015-06-01,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-110.89 31.352167)
2015-06-01,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-111.75883 31.7126)
2015-06-03,2015.0,6,ARIZONA,1,Mixed or unknown,70.6,US-Mexico border crossing,POINT (-112.7048 31.8576)
2015-06-08,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-112.469667 32.027833)
2015-06-08,2015.0,6,ARIZONA,1,Mixed or unknown,70.6,US-Mexico border crossing,POINT (-112.44 32.06)
2015-06-10,2015.0,6,ARIZONA,1,Mixed or unknown,70.6,US-Mexico border crossing,POINT (-111.064111 31.820278)
2015-06-13,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-112.38222 32.33752)
2015-06-16,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-112.137383 31.975633)
2015-06-16,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-109.053383 31.36045)
2015-06-16,2015.0,6,ARIZONA,1,Mixed or unknown,70.6,US-Mexico border crossing,POINT (-112.860316 32.276183)
2015-06-17,2015.0,6,ARIZONA,1,Mixed or unknown,70.6,US-Mexico border crossing,POINT (-109.136767 31.4)
2015-06-17,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-110.73266 31.40105)
2015-06-18,2015.0,6,ARIZONA,1,Mixed or unknown,70.6,US-Mexico border crossing,POINT (-112.489183 32.364767)
2015-06-18,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-110.90572 31.34122)
2015-06-18,2015.0,6,CALIFORNIA,1,Vehicle accident / death linked to hazardous transport,67.6,US-Mexico border crossing,POINT (-117.120962 32.591521)
2015-06-20,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-112.95846 32.01571)
2015-06-22,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-113.08173 32.25892)
2015-06-25,2015.0,6,CALIFORNIA,1,Drowning,67.6,US-Mexico border crossing,POINT (-115.493137 32.668685)
2015-06-27,2015.0,6,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",67.6,US-Mexico border crossing,POINT (-115.687354 32.67292759)
2015-06-27,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-112.671173 32.95853)
2015-06-28,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-111.28911 32.12359)
2015-06-29,2015.0,6,CALIFORNIA,1,Mixed or unknown,67.6,US-Mexico border crossing,POINT (-115.845025 33.0249505)
2015-06-30,2015.0,6,ARIZONA,1,Mixed or unknown,70.6,US-Mexico border crossing,POINT (-112.01128 31.6337)
2015-07-01,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-111.75955 31.62835)
2015-07-01,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-111.89503 31.59772)
2015-07-02,2015.0,7,ARIZONA,1,Drowning,78.5,US-Mexico border crossing,POINT (-112.80985 32.92525)
2015-07-04,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-112.9105 32.172)
2015-07-09,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-112.47898 32.05262)
2015-07-14,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-112.812867 32.187417)
2015-07-15,2015.0,7,ARIZONA,1,Accidental death,78.5,US-Mexico border crossing,POINT (-112.762808 32.866059)
2015-07-16,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-112.88585 31.9741)
2015-07-28,2015.0,7,TEXAS,2,Mixed or unknown,81.2,US-Mexico border crossing,POINT (-100.245529 28.2597513)
2015-07-28,2015.0,7,CALIFORNIA,1,Drowning,74.7,US-Mexico border crossing,POINT (-115.486683 32.6762497)
2015-07-28,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-113.0729 32.2658)
2015-07-29,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-111.992767 31.630183)
2015-07-30,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-111.600967 32.065733)
2015-07-30,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-110.61481 31.845495)
2015-07-31,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-110.98145 31.46345)
2015-08-01,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-110.250004 31.899057)
2015-08-04,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-111.82281 31.99746)
2015-08-05,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-111.45786 32.23965)
2015-08-07,2015.0,8,,1,Violence,,US-Mexico border crossing,POINT (-98.672701 26.2364105)
2015-08-08,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-112.5644 32.0634)
2015-08-10,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-111.738267 32.6004)
2015-08-11,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-111.774733 31.5692)
2015-08-13,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-111.5684 32.106083)
2015-08-14,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-111.907778 32.924722)
2015-08-16,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-113.21833 32.13628)
2015-08-17,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-111.40797 32.30612)
2015-08-17,2015.0,8,TEXAS,1,Mixed or unknown,83.2,US-Mexico border crossing,POINT (-103.237231 30.7108565)
2015-08-17,2015.0,8,TEXAS,1,Drowning,83.2,US-Mexico border crossing,POINT (-98.366997 26.1471614)
2015-08-18,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-113.24667 32.174)
2015-08-18,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-113.24667 32.1742)
2015-08-18,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-113.24647 32.174)
2015-08-19,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-113.2139 32.22039)
2015-08-20,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-112.13793 32.12775)
2015-08-21,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-111.85296 31.81318)
2015-08-21,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-111.81445 31.7989)
2015-08-21,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-112.97308 32.27515)
2015-08-22,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-112.13971 31.87648)
2015-08-22,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-112.963333 32.083833)
2015-08-23,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-112.98095 32.143167)
2015-08-24,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-112.11556 32.11476)
2015-08-24,2015.0,8,ARIZONA,1,Drowning,79.6,US-Mexico border crossing,POINT (-110.940833 31.379722)
2015-08-25,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-111.9506 31.838633)
2015-08-25,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-111.044576 31.704274)
2015-08-27,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-111.17659 32.08267)
2015-08-28,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-113.123 32.3609)
2015-08-28,2015.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.6,US-Mexico border crossing,POINT (-113.116666 32.347166)
2015-09-01,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-111.73635 31.54855)
2015-09-03,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-111.949783 31.715333)
2015-09-05,2015.0,9,CALIFORNIA,1,Accidental death,74.3,US-Mexico border crossing,POINT (-115.785945 32.6434314)
2015-09-05,2015.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-113.261717 32.328533)
2015-09-06,2015.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-112.90196 31.92171)
2015-09-06,2015.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-112.533867 31.81835)
2015-09-07,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-113.00292 32.0523)
2015-09-07,2015.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-113.10583 32.33183)
2015-09-07,2015.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-113.10583 32.33203)
2015-09-09,2015.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-112.15516 31.74916)
2015-09-10,2015.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-113.10095 32.323583)
2015-09-12,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-111.96318 31.63683)
2015-09-18,2015.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-109.09437 31.52895)
2015-09-20,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-111.48673 32.20948)
2015-09-22,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-113.09 32.30317)
2015-09-23,2015.0,9,TEXAS,1,Drowning,81.2,US-Mexico border crossing,POINT (-97.505347 25.89133265)
2015-09-24,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-112.223983 32.924565)
2015-09-24,2015.0,9,TEXAS,5,Vehicle accident / death linked to hazardous transport,81.2,US-Mexico border crossing,POINT (-96.785058 29.0416038)
2015-09-27,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-111.96446 31.72451)
2015-09-27,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-112.74258 31.86743)
2015-09-28,2015.0,9,TEXAS,1,Drowning,81.2,US-Mexico border crossing,POINT (-100.911821 29.3621053)
2015-09-29,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-113.0097 32.04636)
2015-09-29,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-112.04187 32.82177)
2015-10-07,2015.0,10,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",74.2,US-Mexico border crossing,POINT (-100.2813 28.49276)
2015-10-11,2015.0,10,CALIFORNIA,1,Drowning,68.6,US-Mexico border crossing,POINT (-114.643359 32.7383173)
2015-10-12,2015.0,10,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",69.8,US-Mexico border crossing,POINT (-112.33682 32.15423)
2015-10-14,2015.0,10,ARIZONA,1,Mixed or unknown,69.8,US-Mexico border crossing,POINT (-111.963106 32.819135)
2015-10-14,2015.0,10,ARIZONA,1,Violence,69.8,US-Mexico border crossing,POINT (-112.122299 32.0013)
2015-10-15,2015.0,10,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",69.8,US-Mexico border crossing,POINT (-113.07685 32.1796)
2015-10-16,2015.0,10,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",69.8,US-Mexico border crossing,POINT (-113.102 32.334317)
2015-10-16,2015.0,10,ARIZONA,1,Mixed or unknown,69.8,US-Mexico border crossing,POINT (-112.9721 32.258783)
2015-10-20,2015.0,10,ARIZONA,1,Violence,69.8,US-Mexico border crossing,POINT (-110.961395 32.192563)
2015-10-21,2015.0,10,ARIZONA,1,Mixed or unknown,69.8,US-Mexico border crossing,POINT (-110.95995 31.40025)
2015-10-29,2015.0,10,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",69.8,US-Mexico border crossing,POINT (-111.14907 31.70077)
2015-11-03,2015.0,11,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",56.4,US-Mexico border crossing,POINT (-111.362767 31.589933)
2015-11-05,2015.0,11,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",56.4,US-Mexico border crossing,POINT (-111.15327 31.64675)
2015-11-07,2015.0,11,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",56.4,US-Mexico border crossing,POINT (-111.70938 32.596)
2015-11-08,2015.0,11,ARIZONA,1,Mixed or unknown,56.4,US-Mexico border crossing,POINT (-113.147133 32.216783)
2015-11-14,2015.0,11,ARIZONA,1,Mixed or unknown,56.4,US-Mexico border crossing,POINT (-112.99014 32.13884)
2015-11-16,2015.0,11,ARIZONA,1,Mixed or unknown,56.4,US-Mexico border crossing,POINT (-113.16132 32.26505)
2015-11-17,2015.0,11,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",56.4,US-Mexico border crossing,POINT (-111.561833 31.511)
2015-11-24,2015.0,11,ARIZONA,1,Mixed or unknown,56.4,US-Mexico border crossing,POINT (-111.6613 31.685417)
2015-11-24,2015.0,11,ARIZONA,1,Accidental death,56.4,US-Mexico border crossing,POINT (-111.51831 31.6129)
2015-11-29,2015.0,11,ARIZONA,1,Mixed or unknown,56.4,US-Mexico border crossing,POINT (-112.56382 32.2947)
2015-12-01,2015.0,12,CALIFORNIA,1,Drowning,45.0,US-Mexico border crossing,POINT (-115.55545 32.66118)
2015-12-07,2015.0,12,ARIZONA,1,Mixed or unknown,44.6,US-Mexico border crossing,POINT (-112.838707 32.29104)
2015-12-10,2015.0,12,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",44.6,US-Mexico border crossing,POINT (-110.266267 31.34265)
2015-12-28,2015.0,12,ARIZONA,1,Mixed or unknown,44.6,US-Mexico border crossing,POINT (-111.778467 31.75735)
2015-12-29,2015.0,12,ARIZONA,1,Mixed or unknown,44.6,US-Mexico border crossing,POINT (-111.29569 32.012064)
2015-12-29,2015.0,12,ARIZONA,1,Mixed or unknown,44.6,US-Mexico border crossing,POINT (-111.63482 31.7475)
2015-12-29,2015.0,12,ARIZONA,1,Mixed or unknown,44.6,US-Mexico border crossing,POINT (-112.14597 32.02188)
2015-12-31,2015.0,12,TEXAS,123,Mixed or unknown,54.4,US-Mexico border crossing,POINT (-101.132282 29.81932753)
2015-01-16,2015.0,1,ARIZONA,1,Drowning,44.7,US-Mexico border crossing,POINT (-112.80985 32.92505)
2015-01-21,2015.0,1,ARIZONA,1,Mixed or unknown,44.7,US-Mexico border crossing,POINT (-112.083092 33.446545)
2015-01-29,2015.0,1,ARIZONA,1,Mixed or unknown,44.7,US-Mexico border crossing,POINT (-111.626567 31.537267)
2015-04-24,2015.0,4,ARIZONA,2,Violence,57.4,US-Mexico border crossing,POINT (-112.711138 32.628412)
2015-06-07,2015.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",70.6,US-Mexico border crossing,POINT (-112.7411 32.3797)
2015-06-27,2015.0,6,ARIZONA,1,Mixed or unknown,70.6,US-Mexico border crossing,POINT (-109.486791 31.976781)
2015-07-02,2015.0,7,ARIZONA,1,Mixed or unknown,78.5,US-Mexico border crossing,POINT (-111.61075 31.76437)
2015-07-15,2015.0,7,ARIZONA,1,Sickness / lack of access to adequate healthcare,78.5,US-Mexico border crossing,POINT (-112.141385 32.12695)
2015-08-04,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-112.520447 32.658333)
2015-08-06,2015.0,8,ARIZONA,1,Mixed or unknown,79.6,US-Mexico border crossing,POINT (-112.678617 32.927567)
2015-09-27,2015.0,9,ARIZONA,1,Mixed or unknown,77.8,US-Mexico border crossing,POINT (-113.496817 33.377383)
2015-10-18,2015.0,10,ARIZONA,1,Mixed or unknown,69.8,US-Mexico border crossing,POINT (-112.857167 32.640333)
2015-07-11,2015.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",78.5,US-Mexico border crossing,POINT (-112.881117 32.10445)
2015-06-27,2015.0,6,NEW MEXICO,1,"Harsh environmental conditions / lack of adequate shelter, food, water",64.9,US-Mexico border crossing,POINT (-106.87305 31.87971)
2015-07-19,2015.0,7,NEW MEXICO,1,Mixed or unknown,72.4,US-Mexico border crossing,POINT (-108.946 31.8656)
2015-06-16,2015.0,6,CALIFORNIA,1,Mixed or unknown,67.6,US-Mexico border crossing,POINT (-116.500321 32.6362381)
2015-06-18,2015.0,6,,1,Drowning,,US-Mexico border crossing,POINT (-117.479167 33.006667)
2015-08-27,2015.0,8,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",75.8,US-Mexico border crossing,POINT (-117.010104 32.7806215)
2015-09-29,2015.0,9,CALIFORNIA,1,Mixed or unknown,74.3,US-Mexico border crossing,POINT (-117.07 32.546944)
2015-11-04,2015.0,11,CALIFORNIA,1,Mixed or unknown,56.3,US-Mexico border crossing,POINT (-116.936944 32.550556)
2015-11-08,2015.0,11,CALIFORNIA,1,Mixed or unknown,56.3,US-Mexico border crossing,POINT (-116.628611 32.796111)
2015-12-01,2015.0,12,CALIFORNIA,1,Mixed or unknown,45.0,US-Mexico border crossing,POINT (-117.089855 32.5428556)
2015-12-10,2015.0,12,CALIFORNIA,1,Mixed or unknown,45.0,US-Mexico border crossing,POINT (-116.880278 32.610556)
2015-01-02,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.29311 27.11245)
2015-01-04,2015.0,1,TEXAS,1,Drowning,47.4,US-Mexico border crossing,POINT (-98.25853 26.08241)
2015-01-06,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.31391 27.0726)
2015-01-06,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-97.92345 26.93529)
2015-01-06,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-97.92345 26.93529)
2015-01-07,2015.0,1,TEXAS,1,Drowning,47.4,US-Mexico border crossing,POINT (-97.28008 26.0071)
2015-01-10,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.61117 27.28343)
2015-01-18,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-97.996 26.9036)
2015-01-19,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.303 27.2417)
2015-01-19,2015.0,1,TEXAS,1,Drowning,47.4,US-Mexico border crossing,POINT (-99.49 27.3864)
2015-01-20,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.09003 27.84812)
2015-01-21,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.17801 27.13491)
2015-01-21,2015.0,1,TEXAS,1,Violence,47.4,US-Mexico border crossing,POINT (-99.1306 26.5594)
2015-01-21,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.52603 27.26413)
2015-01-22,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.39323 27.18927)
2015-01-23,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.16599 27.05054)
2015-01-23,2015.0,1,TEXAS,1,Drowning,47.4,US-Mexico border crossing,POINT (-99.49091 27.45624)
2015-01-23,2015.0,1,ARIZONA,1,Mixed or unknown,44.7,US-Mexico border crossing,POINT (-111.87957 31.77695)
2015-01-23,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-98.16724 27.04661)
2015-01-27,2015.0,1,TEXAS,1,Mixed or unknown,47.4,US-Mexico border crossing,POINT (-98.11502 27.08348)
2015-01-28,2015.0,1,ARIZONA,1,Mixed or unknown,44.7,US-Mexico border crossing,POINT (-111.62657 31.53727)
2015-01-29,2015.0,1,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",47.4,US-Mexico border crossing,POINT (-100.14739 28.37605)
2015-01-30,2015.0,1,ARIZONA,1,Drowning,44.7,US-Mexico border crossing,POINT (-110.95346 31.39932)
2015-01-30,2015.0,1,TEXAS,1,Drowning,47.4,US-Mexico border crossing,POINT (-98.35614 26.18199)
2015-02-03,2015.0,2,TEXAS,1,Drowning,46.1,US-Mexico border crossing,POINT (-99.4924 27.45419)
2015-02-04,2015.0,2,TEXAS,1,Mixed or unknown,46.1,US-Mexico border crossing,POINT (-98.0943 27.00192)
2015-02-07,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-97.90745 27.10694)
2015-02-08,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-98.01932 27.07129)
2015-02-15,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-99.11957 27.98179)
2015-02-16,2015.0,2,TEXAS,1,Drowning,46.1,US-Mexico border crossing,POINT (-97.93635 26.06434)
2015-02-17,2015.0,2,TEXAS,1,Drowning,46.1,US-Mexico border crossing,POINT (-98.26487 26.08599)
2015-02-17,2015.0,2,TEXAS,1,Drowning,46.1,US-Mexico border crossing,POINT (-98.26501 26.11727)
2015-02-18,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-97.87144 27.00109)
2015-02-18,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-98.29003 27.17155)
2015-02-21,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-98.08829 27.16936)
2015-02-21,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-98.08829 27.16936)
2015-02-21,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-98.08829 27.16936)
2015-02-21,2015.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",46.1,US-Mexico border crossing,POINT (-98.08829 27.16936)
2015-02-26,2015.0,2,,1,Drowning,,US-Mexico border crossing,POINT (-99.7355 27.6887)
2015-03-01,2015.0,3,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",52.2,US-Mexico border crossing,POINT (-104.45733 30.52117)
2015-03-02,2015.0,3,TEXAS,1,Vehicle accident / death linked to hazardous transport,52.2,US-Mexico border crossing,POINT (-98.2551 26.92007)
2015-03-08,2015.0,3,TEXAS,1,Drowning,52.2,US-Mexico border crossing,POINT (-97.9003 26.0636)
2015-03-08,2015.0,3,TEXAS,1,Drowning,52.2,US-Mexico border crossing,POINT (-97.9003 26.0636)
2015-03-08,2015.0,3,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",52.2,US-Mexico border crossing,POINT (-99.84605 27.91115)
2015-03-11,2015.0,3,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",52.2,US-Mexico border crossing,POINT (-98.2206 27.0981)
2015-03-16,2015.0,3,TEXAS,1,Drowning,52.2,US-Mexico border crossing,POINT (-97.71119 27.26773)
2015-03-19,2015.0,3,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",52.2,US-Mexico border crossing,POINT (-98.0176 27.1235)
2015-03-19,2015.0,3,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",52.2,US-Mexico border crossing,POINT (-98.53781 26.27838)
2015-03-22,2015.0,3,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",52.2,US-Mexico border crossing,POINT (-97.83436 27.26836)
