Incident Date,year,month,state,Total Number of Dead and Missing,Cause of Death,average_temp,Migration Route,geometry
2020-02-10,2020.0,2,TEXAS,1,Vehicle accident / death linked to hazardous transport,50.0,US-Mexico border crossing,POINT (-100.62177766 28.94317266)
2020-02-15,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-113.110167 32.449056)
2020-02-15,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-113.254306 32.327528)
2020-02-15,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-113.149583 32.372167)
2020-02-15,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-113.098806 32.362444)
2020-02-15,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-113.105778 32.363083)
2020-02-15,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-113.110167 32.449056)
2020-02-18,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-110.308167 31.438168)
2020-02-18,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-112.4998 31.97955)
2020-02-18,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-112.345533 32.15145)
2020-02-19,2020.0,2,TEXAS,1,Mixed or unknown,50.0,US-Mexico border crossing,POINT (-97.856109 27.5158689)
2020-02-21,2020.0,2,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",50.0,US-Mexico border crossing,POINT (-98.14100793 27.22274177)
2020-02-24,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-113.070889 32.052417)
2020-02-25,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-112.705382 31.99733)
2020-02-26,2020.0,2,ARIZONA,1,Mixed or unknown,44.8,US-Mexico border crossing,POINT (-112.7587 32.19055)
2020-02-28,2020.0,2,CALIFORNIA,3,Drowning,47.2,US-Mexico border crossing,POINT (-117.2653146 32.9594891)
2020-02-28,2020.0,2,ARIZONA,1,Violence,44.8,US-Mexico border crossing,POINT (-111.1419 31.89729)
2020-03-04,2020.0,3,TEXAS,1,Mixed or unknown,56.3,US-Mexico border crossing,POINT (-98.1441714 27.2269872)
2020-03-08,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.13957 31.94393)
2020-03-08,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.11625 31.983535)
2020-03-08,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.14168 31.91249)
2020-03-09,2020.0,3,ARIZONA,1,Drowning,48.4,US-Mexico border crossing,POINT (-114.730072 32.701309)
2020-03-09,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.12443 31.95953)
2020-03-09,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.12783 31.94985)
2020-03-09,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.12998 31.92176)
2020-03-09,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.1238 31.93034)
2020-03-09,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.141605 31.91245)
2020-03-10,2020.0,3,TEXAS,1,Accidental death,56.3,US-Mexico border crossing,POINT (-106.4850217 31.7618778)
2020-03-11,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-112.98088 32.1333)
2020-03-12,2020.0,3,ARIZONA,1,Violence,48.4,US-Mexico border crossing,POINT (-112.73811 32.265396)
2020-03-18,2020.0,3,TEXAS,1,Drowning,56.3,US-Mexico border crossing,POINT (-106.33688751 31.67159214)
2020-03-19,2020.0,3,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",48.4,US-Mexico border crossing,POINT (-112.9161399 32.2480009)
2020-03-20,2020.0,3,TEXAS,1,Mixed or unknown,56.3,US-Mexico border crossing,POINT (-98.5762224 26.2587712)
2020-03-20,2020.0,3,,1,Drowning,,US-Mexico border crossing,POINT (-100.50810447 28.71072416)
2020-03-20,2020.0,3,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",56.3,US-Mexico border crossing,POINT (-99.42858767 27.49747071)
2020-03-22,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-110.3218 31.4536)
2020-03-24,2020.0,3,ARIZONA,1,Mixed or unknown,48.4,US-Mexico border crossing,POINT (-111.49897 32.057043)
2020-03-24,2020.0,3,ARIZONA,1,Violence,48.4,US-Mexico border crossing,POINT (-110.9375 31.338056)
2020-03-25,2020.0,3,TEXAS,1,Mixed or unknown,56.3,US-Mexico border crossing,POINT (-100.3980824 28.697183)
2020-03-25,2020.0,3,TEXAS,1,Drowning,56.3,US-Mexico border crossing,POINT (-106.30185996 31.6422683)
2020-04-01,2020.0,4,ARIZONA,1,Vehicle accident / death linked to hazardous transport,55.2,US-Mexico border crossing,POINT (-110.9747108 32.2226066)
2020-04-02,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-112.1398 31.9845)
2020-04-02,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-113.01702 32.17729)
2020-04-05,2020.0,4,,1,Drowning,,US-Mexico border crossing,POINT (-100.50771823 28.71177805)
2020-04-06,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-113.1964 32.14407)
2020-04-09,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-112.97143 31.9694)
2020-04-14,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-111.838583 31.87595)
2020-04-15,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-113.29698 32.03033)
2020-04-21,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-113.121167 32.424167)
2020-04-21,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-113.103833 32.3)
2020-04-21,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-113.1025 32.300167)
2020-04-22,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-112.53535 32.074583)
2020-04-22,2020.0,4,,1,Drowning,,US-Mexico border crossing,POINT (-100.50861945 28.70982081)
2020-04-24,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-109.57788 31.35428)
2020-04-26,2020.0,4,ARIZONA,1,Mixed or unknown,55.2,US-Mexico border crossing,POINT (-110.76714 31.49509)
2020-04-29,2020.0,4,CALIFORNIA,1,Drowning,52.3,US-Mexico border crossing,POINT (-115.1096461 32.709256)
2020-05-01,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-113.04771 31.99278)
2020-05-06,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-112.50055 32.12533)
2020-05-06,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-111.90345 31.67128)
2020-05-10,2020.0,5,CALIFORNIA,1,Drowning,60.6,US-Mexico border crossing,POINT (-115.3813444 32.6757178)
2020-05-14,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-111.94921 31.71351)
2020-05-15,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-113.11008 32.3548)
2020-05-15,2020.0,5,ARIZONA,1,Drowning,64.9,US-Mexico border crossing,POINT (-114.71695552 32.7209622)
2020-05-20,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-113.12708 32.23443)
2020-05-20,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-113.10949 32.31363)
2020-05-20,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-113.104 32.30002)
2020-05-20,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-113.11809 32.31554)
2020-05-21,2020.0,5,TEXAS,1,Mixed or unknown,69.8,US-Mexico border crossing,POINT (-100.52492728 28.77868781)
2020-05-24,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-110.956833 31.418333)
2020-05-27,2020.0,5,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",64.9,US-Mexico border crossing,POINT (-111.7114 31.95737)
2020-05-29,2020.0,5,ARIZONA,1,Mixed or unknown,64.9,US-Mexico border crossing,POINT (-111.38731 31.91318)
2020-05-30,2020.0,5,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",60.6,US-Mexico border crossing,POINT (-115.9801536 32.6823297)
2020-06-02,2020.0,6,ARIZONA,1,Violence,73.6,US-Mexico border crossing,POINT (-109.21 31.623)
2020-06-02,2020.0,6,ARIZONA,1,Vehicle accident / death linked to hazardous transport,73.6,US-Mexico border crossing,POINT (-109.8274255 31.4430017)
2020-06-04,2020.0,6,TEXAS,1,Drowning,77.6,US-Mexico border crossing,POINT (-106.279259 31.5628152)
2020-06-05,2020.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.6,US-Mexico border crossing,POINT (-98.8203046 26.3797874)
2020-06-06,2020.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.6,US-Mexico border crossing,POINT (-99.0839196 26.4070058)
2020-06-07,2020.0,6,CALIFORNIA,1,Drowning,67.5,US-Mexico border crossing,POINT (-115.6207551 32.6566341)
2020-06-07,2020.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.6,US-Mexico border crossing,POINT (-98.6783516 27.3067057)
2020-06-08,2020.0,6,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",67.5,US-Mexico border crossing,POINT (-115.9993459 32.644379)
2020-06-08,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-111.974333 31.73)
2020-06-09,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.164167 31.79445)
2020-06-10,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-111.7757 31.9038)
2020-06-10,2020.0,6,CALIFORNIA,1,Drowning,67.5,US-Mexico border crossing,POINT (-115.4284813 32.6697377)
2020-06-11,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-113.09191 32.231692)
2020-06-11,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-113.09191 32.231692)
2020-06-12,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-111.78005 31.90199)
2020-06-16,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.05361 31.68722)
2020-06-16,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.73805 32.845283)
2020-06-18,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.18583 31.70055)
2020-06-21,2020.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.6,US-Mexico border crossing,POINT (-100.3497895 28.7410473)
2020-06-22,2020.0,6,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.6,US-Mexico border crossing,POINT (-99.45213562 27.38679511)
2020-06-22,2020.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.892067 31.774333)
2020-06-23,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-112.1516 32.0694)
2020-06-23,2020.0,6,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",67.5,US-Mexico border crossing,POINT (-115.56863879 32.78023684)
2020-06-23,2020.0,6,TEXAS,1,Mixed or unknown,77.6,US-Mexico border crossing,POINT (-98.7481167 26.6215167)
2020-06-25,2020.0,6,TEXAS,3,Vehicle accident / death linked to hazardous transport,77.6,US-Mexico border crossing,POINT (-106.45412265 31.76131223)
2020-06-27,2020.0,6,CALIFORNIA,1,Drowning,67.5,US-Mexico border crossing,POINT (-114.69925958 32.75287789)
2020-06-29,2020.0,6,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",73.6,US-Mexico border crossing,POINT (-111.947733 31.77615)
2020-06-29,2020.0,6,ARIZONA,1,Mixed or unknown,73.6,US-Mexico border crossing,POINT (-113.3313 32.4208)
2020-07-03,2020.0,7,,1,Drowning,,US-Mexico border crossing,POINT (-114.4686826 32.34016)
2020-07-04,2020.0,7,TEXAS,1,Sickness / lack of access to adequate healthcare,82.9,US-Mexico border crossing,POINT (-99.0156554 26.4088523)
2020-07-05,2020.0,7,ARIZONA,2,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-114.1468821 32.6728256)
2020-07-05,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-114.00981 32.27037)
2020-07-05,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-114.05183 32.472066)
2020-07-06,2020.0,7,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",82.9,US-Mexico border crossing,POINT (-99.4456705 27.5282358)
2020-07-07,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-109.716 31.3815)
2020-07-08,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.37283 32.36791)
2020-07-08,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-113.41009 32.41009)
2020-07-08,2020.0,7,NEW MEXICO,1,Accidental death,74.6,US-Mexico border crossing,POINT (-106.56634202 31.78620953)
2020-07-09,2020.0,7,CALIFORNIA,1,Violence,73.5,US-Mexico border crossing,POINT (-115.496521 32.66519192)
2020-07-09,2020.0,7,TEXAS,1,Sickness / lack of access to adequate healthcare,82.9,US-Mexico border crossing,POINT (-98.6472456 26.2695148)
2020-07-10,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-110.97229 31.362569)
2020-07-10,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-110.81322 31.36113)
2020-07-11,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-110.99484 31.38197)
2020-07-12,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-110.949593 32.075822)
2020-07-12,2020.0,7,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",82.9,US-Mexico border crossing,POINT (-98.5742691 29.2223979)
2020-07-13,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-109.7131 31.3656)
2020-07-13,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-112.15888 31.95916)
2020-07-13,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.93245 32.05787)
2020-07-16,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-112.70515 32.04505)
2020-07-16,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-112.45735 31.851617)
2020-07-16,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-110.07505 31.398367)
2020-07-16,2020.0,7,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",82.9,US-Mexico border crossing,POINT (-99.33360172 27.53345327)
2020-07-17,2020.0,7,,1,Drowning,,US-Mexico border crossing,POINT (-106.52452457 31.77748508)
2020-07-19,2020.0,7,ARIZONA,2,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-113.18875 32.22518)
2020-07-20,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-114.622583 32.493171)
2020-07-20,2020.0,7,TEXAS,1,Drowning,82.9,US-Mexico border crossing,POINT (-106.45763774 31.7632855)
2020-07-20,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-113.142 32.0501)
2020-07-20,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-113.142 32.0503)
2020-07-20,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.994608 31.695593)
2020-07-20,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-111.934564 32.549492)
2020-07-21,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.490555 32.376944)
2020-07-21,2020.0,7,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.723683 31.908717)
2020-07-21,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-111.987833 31.991083)
2020-07-21,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-111.542623 31.887571)
2020-07-21,2020.0,7,TEXAS,5,Mixed or unknown,82.9,US-Mexico border crossing,POINT (-99.5075519 27.5035613)
2020-07-24,2020.0,7,CALIFORNIA,1,Drowning,73.5,US-Mexico border crossing,POINT (-114.73750026 32.71808946)
2020-07-24,2020.0,7,,1,Drowning,,US-Mexico border crossing,POINT (-100.44355531 28.60811401)
2020-07-25,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-113.249109 32.317421)
2020-07-26,2020.0,7,ARIZONA,1,Accidental death,79.8,US-Mexico border crossing,POINT (-114.63339247 32.44253543)
2020-07-26,2020.0,7,TEXAS,2,Vehicle accident / death linked to hazardous transport,82.9,US-Mexico border crossing,POINT (-100.4087977 29.3277564)
2020-07-29,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-111.24279 31.46315)
2020-07-30,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-111.79165 31.59165)
2020-07-30,2020.0,7,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-111.82095 31.80255)
2020-08-01,2020.0,8,ARIZONA,1,Accidental death,83.4,US-Mexico border crossing,POINT (-114.80818646 32.49269316)
2020-08-02,2020.0,8,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",84.8,US-Mexico border crossing,POINT (-98.1441714 27.2269872)
2020-08-02,2020.0,8,CALIFORNIA,2,Drowning,77.8,US-Mexico border crossing,POINT (-117.2470353 32.7494988)
2020-08-03,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-111.75064 31.620381)
2020-08-03,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-112.57685 31.963667)
2020-08-09,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-111.76245 32.19238)
2020-08-10,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-111.84205 31.704967)
2020-08-10,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-111.89444 31.89555)
2020-08-09,2020.0,8,CALIFORNIA,1,Drowning,77.8,US-Mexico border crossing,POINT (-115.4137376 32.7155792)
2020-08-11,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-111.50681 31.84451)
2020-08-12,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-111.62151 31.59327)
2020-08-15,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-111.673817 32.44195)
2020-08-16,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-112.606917 32.132167)
2020-08-16,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-111.239067 31.447517)
2020-08-16,2020.0,8,ARIZONA,2,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-113.41962 32.14783)
2020-08-16,2020.0,8,,1,Drowning,,US-Mexico border crossing,POINT (-100.51003566 28.70869162)
2020-08-17,2020.0,8,NEW MEXICO,1,"Harsh environmental conditions / lack of adequate shelter, food, water",76.4,US-Mexico border crossing,POINT (-107.7978734 32.1232535)
2020-08-17,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-111.680783 31.7092)
2020-08-18,2020.0,8,TEXAS,1,Drowning,84.8,US-Mexico border crossing,POINT (-106.45755191 31.7632855)
2020-08-18,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-112.9161399 32.2480009)
2020-08-18,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-112.073668 31.920578)
2020-08-18,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-110.756196 31.539538)
2020-08-19,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-111.821 31.80283)
2020-08-20,2020.0,8,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-115.9993459 32.644379)
2020-08-20,2020.0,8,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-115.9993459 32.644379)
2020-08-23,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-110.13821 31.34813)
2020-08-24,2020.0,8,TEXAS,1,Sickness / lack of access to adequate healthcare,84.8,US-Mexico border crossing,POINT (-98.8203046 26.3797874)
2020-08-25,2020.0,8,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",84.8,US-Mexico border crossing,POINT (-99.8518583 28.5377132)
2020-08-26,2020.0,8,TEXAS,1,Accidental death,84.8,US-Mexico border crossing,POINT (-98.7742858 26.3451481)
2020-08-26,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-112.091467 31.959)
2020-08-26,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-111.5744 32.270367)
2020-08-27,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-110.230556 31.351389)
2020-08-27,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-111.65183 32.48429)
2020-08-28,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-112.86071 32.371725)
2020-08-28,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-111.65695 32.46711)
2020-08-29,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-109.35206 31.46676)
2020-08-29,2020.0,8,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",83.4,US-Mexico border crossing,POINT (-113.131 32.334183)
2020-08-31,2020.0,8,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",77.8,US-Mexico border crossing,POINT (-114.8005594 32.83975333)
2020-08-31,2020.0,8,ARIZONA,1,Mixed or unknown,83.4,US-Mexico border crossing,POINT (-113.1392 32.41185)
2020-09-01,2020.0,9,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.3765 32.0676)
2020-09-01,2020.0,9,TEXAS,1,Mixed or unknown,79.2,US-Mexico border crossing,POINT (-100.088037 29.054559)
2020-09-01,2020.0,9,CALIFORNIA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",76.4,US-Mexico border crossing,POINT (-115.45675484 32.67700743)
2020-09-04,2020.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-111.7779 31.93338)
2020-09-06,2020.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-111.198859 31.880269)
2020-09-06,2020.0,9,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-113.124 32.361)
2020-09-06,2020.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-109.51202 31.3986)
2020-09-07,2020.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-112.47558 32.45706)
2020-09-07,2020.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-109.534133 31.385617)
2020-09-08,2020.0,9,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.881234 31.912022)
2020-09-09,2020.0,9,TEXAS,1,Vehicle accident / death linked to hazardous transport,79.2,US-Mexico border crossing,POINT (-102.8793222 30.8940431)
2020-09-10,2020.0,9,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.8122 31.8034)
2020-09-10,2020.0,9,ARIZONA,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.8,US-Mexico border crossing,POINT (-114.37219 32.61819)
2020-09-11,2020.0,9,CALIFORNIA,1,Drowning,76.4,US-Mexico border crossing,POINT (-114.9430346 32.7119875)
2020-09-12,2020.0,9,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.35365 32.05906)
2020-09-14,2020.0,9,TEXAS,1,"Harsh environmental conditions / lack of adequate shelter, food, water",79.2,US-Mexico border crossing,POINT (-98.1383995 27.0250973)
2020-09-14,2020.0,9,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-111.81945 31.80622)
2020-09-14,2020.0,9,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-112.471497 31.9267)
2020-09-14,2020.0,9,ARIZONA,1,Mixed or unknown,79.8,US-Mexico border crossing,POINT (-112.3249 32.03228)
